"rule_id","domain","normalized_rule","current_locations","current_authority_class","proposed_canonical_owner","other_locations_action","compatibility_sensitive","test_coverage","layer","harness_component","stage1_action","notes"
"SAGE-LOOP-013","Completion","Completion requires fresh scope-relevant evidence and no unresolved blocking gate; runtime or UI evidence is required only when that surface is in scope, with statuses PASS, FAIL, BLOCKED, WAIVED, or N/A.","docs/SAGE_CORE.md;docs/agent/AGENT_HARNESS.md;docs/QUALITY_GATES_TEMPLATE.md;docs/ENGINEERING_SYSTEM_TEMPLATE.md;docs/templates/COMPLETION_REPORT_TEMPLATE.md","distributed-loop-rule-and-template-authority","docs/agent/EXECUTION_ECONOMY.md","retain-template-field","no","tests/test_sagekit_check.py;tests/test_execution_economy.py","Loop","EvaluationObservability","stage1c-loop-review-consolidation-unauthorized","Proposed owner nomination; exact gate catalog remains project-owned."
"SAGE-LOOP-014","No Action","A no-action result is valid only when it names inspected scope, the applicable decision, and still-valid evidence; it must be contract-permitted and never silently converted to PASS.","rebuild.md","blueprint-proposal-only","docs/agent/EXECUTION_ECONOMY.md","investigate","no","none-current","Loop","EvaluationObservability","defer-stage-2-outside-stage1a-1d","Not current authority or runtime capability; proposed owner is unaccepted."
"SAGE-LIF-001","Product Intake","Project Owner Entry turns a non-technical idea into planning inputs through five outcome questions and follow-ups only when needed; it does not authorize implementation or directly create an executable roadmap.","docs/agent/PROJECT_OWNER_ENTRY.md;docs/templates/PROJECT_OWNER_INTAKE_TEMPLATE.md","guide-plus-template-field-repetition","docs/agent/PROJECT_OWNER_ENTRY.md","retain-template-field","yes","tests/test_thin_documentation.py;tests/unit/test_planning_depth_contract.py","Prompt","Context","defer-outside-stage1a-1d","Preserve the low-friction idea entry path."
"SAGE-LIF-002","Product Definition","The Project Profile owns durable product summary, users, problems, goals, non-goals, constraints, requirements, acceptance signals, privacy boundaries, runtime/data ownership, and project vocabulary.","docs/PROJECT_PROFILE_TEMPLATE.md;docs/templates/PROJECT_OWNER_INTAKE_TEMPLATE.md","template-product-authority-fields","docs/PROJECT_PROFILE_TEMPLATE.md","retain-template-field","yes","tests/test_thin_documentation.py","Context","Context","defer-outside-stage1a-1d","An adopted instance may become project authority; the source template does not."
"SAGE-LIF-003","Technical Design","Technical Design owns architecture, components, data ownership, public contracts, runtime boundaries, error handling, security, testing strategy, and architectural non-goals.","docs/TECHNICAL_DESIGN_TEMPLATE.md","template-product-authority-fields","docs/TECHNICAL_DESIGN_TEMPLATE.md","retain-template-field","yes","tests/test_thin_documentation.py","Context","Context","defer-outside-stage1a-1d","Preserve architecture outcome coverage."
"SAGE-LIF-004","Capability Planning","A broad idea is mapped to user, operator, data, integration, runtime, observability, security, and support capabilities; only in-scope capabilities are retained and one primary capability anchors each milestone candidate.","docs/agent/PROJECT_OWNER_ENTRY.md;docs/templates/CAPABILITY_MAP_TEMPLATE.md;docs/templates/ROADMAP_TEMPLATE.md;docs/templates/MILESTONE_ROADMAP_TEMPLATE.md","guide-plus-template-repetition","docs/templates/CAPABILITY_MAP_TEMPLATE.md","retain-template-field","yes","tests/unit/test_planning_depth_contract.py;tests/test_sagekit_check.py","Context","Orchestration","defer-outside-stage1a-1d","Suggested categories are prompts, not invented requirements."
"SAGE-LIF-005","Granularity","A milestone candidate becomes executable only after granularity review shows one primary capability, observable result, bounded ownership, reviewability, and named verification; broad candidates remain planning material and are split.","docs/agent/PROJECT_OWNER_ENTRY.md;docs/templates/CAPABILITY_MAP_TEMPLATE.md;docs/agent/MILESTONE_PLANNING.md;docs/templates/ROADMAP_TEMPLATE.md;docs/templates/MILESTONE_ROADMAP_TEMPLATE.md","same-rule-different-wording","docs/agent/MILESTONE_PLANNING.md","convert-to-reference","no","tests/unit/test_planning_depth_contract.py;tests/test_sagekit_check.py","Harness","Orchestration","defer-outside-stage1a-1d","Do not replace planning depth with arbitrary file or count ceilings."
"SAGE-LIF-006","Roadmap","The roadmap sequences design, foundation, product, hardening, and release outcomes; each milestone has one capability, inputs, deliverables, validation, closeout, non-goals, and required phase decomposition.","docs/templates/MILESTONE_ROADMAP_TEMPLATE.md;docs/templates/ROADMAP_TEMPLATE.md","compatibility-alias-plus-near-duplicate-template","docs/templates/MILESTONE_ROADMAP_TEMPLATE.md","retain-compatibility","yes","tests/test_thin_documentation.py;tests/test_sagekit_check.py","Context","Orchestration","defer-outside-stage1a-1d","ROADMAP_TEMPLATE is an explicit compatibility alias."
"SAGE-LIF-007","Milestone Entry","Implementation begins only after the first milestone has an accepted entry gate and phase documents name objective, non-goals, file and ownership boundaries, contracts, verification, runtime smoke, optional profiles, and stop conditions.","docs/templates/PROJECT_OWNER_INTAKE_TEMPLATE.md;docs/agent/MILESTONE_PLANNING.md;docs/templates/MILESTONE_TEMPLATE.md;docs/templates/ENTRY_GATE_TEMPLATE.md;docs/templates/PHASE_TEMPLATE.md","same-rule-plus-template-responsibilities","docs/agent/MILESTONE_PLANNING.md","retain-template-field","yes","tests/test_sagekit_check.py;tests/unit/test_planning_depth_contract.py","Harness","ConstraintsRecovery","defer-outside-stage1a-1d","Preserve entry and phase user outcomes."
"SAGE-LIF-008","Execution Packet","The Milestone Execution Packet carries readable authority input from PM to Coder: source refs, governance, permissions, DAG, ownership, worktree, evidence, candidate, adapter, gate, stop, and handoff fields.","docs/templates/MILESTONE_EXECUTION_PACKET_TEMPLATE.md;docs/agent/SESSION_ORCHESTRATION.md","template-fields-plus-guide-rules","docs/templates/MILESTONE_EXECUTION_PACKET_TEMPLATE.md","retain-template-field","yes","tests/test_sagekit_check.py","Graph","Context","defer-outside-stage1a-1d","Retain fields while moving generic normative prose to owners."
"SAGE-LIF-009","Result Packet","The Milestone Result Packet reports implemented and unimplemented scope, governance, permissions, evidence, skips, gaps, and stop conditions from Coder to PM; DONE is not acceptance and HANDOFF is nonterminal.","docs/templates/MILESTONE_RESULT_PACKET_TEMPLATE.md;docs/agent/SESSION_ORCHESTRATION.md","template-fields-plus-guide-rules","docs/templates/MILESTONE_RESULT_PACKET_TEMPLATE.md","retain-template-field","yes","tests/test_sagekit_check.py","Graph","EvaluationObservability","defer-outside-stage1a-1d","PM performs structural gating before Final Review."
"SAGE-LIF-010","Review And Acceptance","Final Review produces an independent verdict, correction uses bounded workers and closure verification, and only PM or project owner records acceptance after an acceptable verdict.","docs/agent/SESSION_ORCHESTRATION.md;docs/templates/FINAL_REVIEW_PACKET_TEMPLATE.md;docs/templates/CORRECTIVE_PACKET_TEMPLATE.md;docs/templates/COMPLETION_REPORT_TEMPLATE.md;docs/agent/MILESTONE_PLANNING.md","same-role-and-loop-rules-repeated-as-fields","docs/agent/SESSION_ORCHESTRATION.md","retain-template-field","no","tests/test_sagekit_check.py;tests/unit/test_review_corrective_contracts.py","Loop","EvaluationObservability","defer-outside-stage1a-1d","Submission records delivery and is not acceptance."
"SAGE-LIF-011","Closeout","Closeout order is Final Review verdict, corrective closure or explicit stop, PM or owner decision, ledger update, then compact historical closeout; HANDOFF cannot close and closeout is not startup context.","docs/templates/MILESTONE_TEMPLATE.md;docs/templates/ENTRY_GATE_TEMPLATE.md;docs/templates/MILESTONE_CLOSEOUT_TEMPLATE.md","complete-rule-plus-incomplete-template-copy","docs/templates/MILESTONE_TEMPLATE.md","convert-to-reference","yes","tests/test_sagekit_check.py;tests/test_thin_documentation.py","Context","StateMemory","stage1c-loop-review-consolidation-unauthorized","Entry Gate lists ledger and closeout without the full review and PM decision chain."
"SAGE-ADP-001","Skill Trigger","The SAGE-Kit Skill activates only for explicit SAGE-Kit scope or adoption; generic planning, review, or debugging does not trigger it.","skills/sage-kit/SKILL.md;skills/sage-kit/agents/openai.yaml;skills/sage-kit/references/claude.md;skills/sage-kit/references/opencode.md;skills/sage-kit/references/kimi-runtime.md","skill-entry-plus-host-mapping","skills/sage-kit/SKILL.md","retain-guide","yes","tests/test_thin_documentation.py","Prompt","ConstraintsRecovery","defer-outside-stage1a-1d","Do not broaden the trigger while thinning the Skill."
"SAGE-ADP-002","Skill Routing","The Skill detects activation, resolves project authority, selects governance, and routes only to task-relevant canonical owners and host references; it is not a second governance framework.","skills/sage-kit/SKILL.md;rebuild.md","current-skill-plus-blueprint-proposal","skills/sage-kit/SKILL.md","retain-guide","yes","tests/test_thin_documentation.py;tests/test_sagekit_check.py","Context","Context","stage1d-skill-adapter-thinning-unauthorized","Retain minimal fail-closed and host-routing invariants."
"SAGE-ADP-003","Capability Adapter","Optional capabilities follow Detect, Authorize, Bound, Invoke, Capture, Map, and Fallback and default to metadata-only or read-only behavior.","docs/agent/CAPABILITY_ADAPTERS.md;docs/agent/AGENT_HARNESS.md;skills/sage-kit/SKILL.md;skills/sage-kit/references/planning.md;skills/sage-kit/references/execution.md","canonical-adapter-contract-plus-guide-repetition","docs/agent/CAPABILITY_ADAPTERS.md","convert-to-reference","yes","tests/test_thin_documentation.py;tests/test_sagekit_check.py","Harness","Tools","stage1d-skill-adapter-thinning-unauthorized","Guides may retain task-shaped checklists and examples."
"SAGE-ADP-004","Capability Fallback","Missing optional capability is not product failure when a safe native path exists; BLOCKED applies only when active authority makes it required and no safe fallback exists.","docs/agent/CAPABILITY_ADAPTERS.md;skills/sage-kit/references/planning.md;skills/sage-kit/references/execution.md","canonical-plus-guide-repetition","docs/agent/CAPABILITY_ADAPTERS.md","convert-to-reference","no","tests/test_sagekit_check.py::test_capability_prose_does_not_activate_adapter_gate","Harness","ConstraintsRecovery","defer-outside-stage1a-1d","Dedicated end-to-end fallback coverage is a scenario candidate."
"SAGE-ADP-005","Adapter Permission","Adapter authorization is separate from SAGE-Kit role permission; both are required and environment, destructive, or submit writes remain separately gated.","docs/agent/CAPABILITY_ADAPTERS.md;skills/sage-kit/references/execution.md;skills/sage-kit/references/claude.md;skills/sage-kit/references/opencode.md;skills/sage-kit/references/kimi-runtime.md","canonical-plus-platform-mapping","docs/agent/CAPABILITY_ADAPTERS.md","retain-guide","no","tests/test_sagekit_check.py","Harness","ConstraintsRecovery","defer-outside-stage1a-1d","Location map: Capability Adapters=canonical; execution reference=pointer/checklist; host references=retain platform mapping only."
"SAGE-ADP-006","Adapter Installation","Do not silently install adapters or change global or environment configuration; exact writes, current provider guidance, rollback, fallback, and explicit approval are prerequisites.","docs/agent/CAPABILITY_ADAPTERS.md;skills/sage-kit/SKILL.md;skills/sage-kit/references/planning.md;skills/sage-kit/references/execution.md","canonical-plus-guide-repetition","docs/agent/CAPABILITY_ADAPTERS.md","convert-to-reference","yes","tests/test_sagekit_check.py","Harness","ConstraintsRecovery","defer-outside-stage1a-1d","Stage 0 installs nothing."
"SAGE-ADP-007","Runtime Override","Runtime-specific adapter bans and overrides outrank generic availability, propagate through delegation, and degrade to equivalent native behavior without becoming a false product blocker.","docs/agent/CAPABILITY_ADAPTERS.md;skills/sage-kit/SKILL.md;skills/sage-kit/references/execution.md;skills/sage-kit/agents/openai.yaml;docs/templates/AGENT_PROMPT_TEMPLATE.md;docs/templates/MILESTONE_EXECUTION_PACKET_TEMPLATE.md","exact-and-near-exact-launch-duplication","docs/agent/CAPABILITY_ADAPTERS.md","retain-guide","yes","tests/test_sagekit_check.py","Harness","Tools","stage1d-skill-adapter-thinning-unauthorized","Location map: Capability Adapters=canonical; Skill/execution=pointer; openai metadata and launch templates=retain only minimal pre-load enforcement."
"SAGE-ADP-008","Host Honesty","Host enforcement is labeled hard, managed or best-effort, or soft; unknown invocation, permission, delegation, persistence, containment, and resume behavior is never claimed as enforced.","docs/agent/HOST_RESOURCE_GOVERNANCE.md;skills/sage-kit/references/claude.md;skills/sage-kit/references/opencode.md;skills/sage-kit/references/kimi-runtime.md;skills/sage-kit/SKILL.md","canonical-host-rule-plus-legitimate-platform-deltas","docs/agent/HOST_RESOURCE_GOVERNANCE.md","retain-guide","yes","tests/integration/test_process_supervisor.py;tests/test_thin_documentation.py","Harness","ConstraintsRecovery","defer-outside-stage1a-1d","Preserve cross-platform capability honesty."
"SAGE-CMP-001","Optional Profiles","File, directory, record, template, or capability prose does not activate an optional profile; activation requires explicit project-owned authority.","docs/profiles/task-dispatch/DISPATCH_PROFILE.md;docs/profiles/task-dispatch/README.md;rebuild.md","profile-rule-plus-blueprint-generalization","docs/SAGE_CORE.md","retain-profile","yes","tests/test_spec_sources.py::test_active_task_dispatch_requires_explicit_profile_and_records;tests/test_sagekit_check.py","Context","Orchestration","defer-outside-stage1a-1d","Universal owner is a proposal; state-machine and control-plane intent is inferred, not a current defect."
"SAGE-CMP-002","Task Dispatch","Task Dispatch activation criteria guide a PM decision and do not automatically trigger the profile; Light work does not inherit it unless explicitly enabled.","docs/profiles/task-dispatch/DISPATCH_PROFILE.md;docs/profiles/task-dispatch/README.md;skills/sage-kit/SKILL.md","profile-rule-plus-guide-repetition","docs/profiles/task-dispatch/DISPATCH_PROFILE.md","retain-profile","yes","tests/test_spec_sources.py;tests/test_sagekit_check.py","Harness","Orchestration","defer-outside-stage1a-1d","Preserve ordinary phase-document path for small work."
"SAGE-CMP-003","Validation Selection","Task Dispatch contract selection happens before validation: explicit v2 selects current v2; v0 or v1 require terminal records and trusted immutable-container authority; mixed, active-unversioned, unsupported, or conflicting inputs fail closed.","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md;docs/profiles/task-dispatch/DISPATCH_PROFILE.md;docs/profiles/task-dispatch/README.md;sagekit/validation_contracts/v0.py;sagekit/validation_contracts/v1.py;sagekit/validation_contracts/v2.py","canonical-compatibility-plus-profile-repetition-and-runtime","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md","convert-to-reference","yes","tests/test_validation_compatibility.py;tests/test_frozen_contracts_and_containers.py","Harness","ConstraintsRecovery","defer-outside-stage1a-1d","Runtime modules remain executable contract implementations."
"SAGE-CMP-004","Validation No Fallback","After a contract version is selected, failure remains a failure of that version and never triggers validation under another version.","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md;docs/profiles/task-dispatch/DISPATCH_PROFILE.md;docs/profiles/task-dispatch/README.md;sagekit/validation_contracts/v0.py;sagekit/validation_contracts/v1.py;sagekit/validation_contracts/v2.py","compatibility-rule-plus-profile-repetition","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md","convert-to-reference","yes","tests/test_validation_compatibility.py::test_v2_failure_never_falls_back_to_v1;tests/test_frozen_contracts_and_containers.py","Harness","ConstraintsRecovery","defer-outside-stage1a-1d","Location map: compatibility doc=canonical selector; profile docs=references; version modules=implementation evidence. False-green critical rule."
"SAGE-CMP-005","Validation Manifest","A Validation Scope Manifest is exact migration authority for target-relative containers and frozen v0 or v1 history; it rejects globs, ranges, traversal, aliases, duplicates, nonterminal work, and merging invocation and project manifests.","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md;docs/profiles/task-dispatch/DISPATCH_PROFILE.md;docs/profiles/task-dispatch/README.md","canonical-compatibility-plus-profile-repetition","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md","convert-to-reference","yes","tests/test_validation_scope_manifest.py","Context","StateMemory","defer-outside-stage1a-1d","It is not routine runtime state."
"SAGE-CMP-006","Frozen Contracts","Frozen v0 and v1 are distinct semantic snapshots while v2 remains bound to the current validator; current and historical contracts are not flattened.","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md;sagekit/validation_contracts/frozen_validator.py;sagekit/validation_contracts/v0.py;sagekit/validation_contracts/v1.py;sagekit/validation_contracts/v2.py;sagekit/resources/contracts/v0/evidence.schema.json;sagekit/resources/contracts/v0/policy.json;sagekit/resources/contracts/v0/rules.json;sagekit/resources/contracts/v0/task.schema.json;sagekit/resources/contracts/v0/validator.json;sagekit/resources/contracts/v1/evidence.schema.json;sagekit/resources/contracts/v1/policy.json;sagekit/resources/contracts/v1/rules.json;sagekit/resources/contracts/v1/task.schema.json;sagekit/resources/contracts/v1/validator.json;sagekit/resources/contracts/v2/evidence.schema.json;sagekit/resources/contracts/v2/policy.json;sagekit/resources/contracts/v2/task.schema.json","compatibility-doc-plus-executable-contracts","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md","retain-compatibility","yes","tests/test_frozen_contracts_and_containers.py","Harness","EvaluationObservability","preserve-only-outside-stage1a-1d","Location map: compatibility doc=human selection owner; validator modules/bundles=executable version owners; v0/v1 resources remain pinned and v2 remains current."
"SAGE-CMP-007","Frozen Integrity","Frozen policy, schema, rules, validator sidecars, and engine are digest and provenance bound; corruption, missing artifact, provenance mismatch, or engine mismatch is a validation failure.","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md;sagekit/validation_contracts/frozen_validator.py;sagekit/resources/contracts/v0/evidence.schema.json;sagekit/resources/contracts/v0/policy.json;sagekit/resources/contracts/v0/rules.json;sagekit/resources/contracts/v0/task.schema.json;sagekit/resources/contracts/v0/validator.json;sagekit/resources/contracts/v1/evidence.schema.json;sagekit/resources/contracts/v1/policy.json;sagekit/resources/contracts/v1/rules.json;sagekit/resources/contracts/v1/task.schema.json;sagekit/resources/contracts/v1/validator.json","compatibility-doc-plus-executable-owner","sagekit/validation_contracts/frozen_validator.py","retain-compatibility","yes","tests/test_frozen_contracts_and_containers.py","Harness","ConstraintsRecovery","preserve-only-outside-stage1a-1d","Location map: frozen validator=executable owner; each listed v0/v1 file=immutable compatibility resource; documentation=human contract. No Stage 1 change."
"SAGE-CMP-008","Current Contract","Active or new Task Dispatch records carry matching v2 metadata and canonical policy identity; task and evidence select the same version and digest.","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md;docs/profiles/task-dispatch/DISPATCH_PROFILE.md;docs/profiles/task-dispatch/schemas/task.schema.json;docs/profiles/task-dispatch/schemas/evidence.schema.json;sagekit/resources/contracts/v2/task.schema.json;sagekit/resources/contracts/v2/evidence.schema.json;sagekit/resources/contracts/v2/policy.json","machine-contract-plus-human-selection-rule","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md","retain-compatibility","yes","tests/test_validation_compatibility.py","Harness","ConstraintsRecovery","preserve-only-outside-stage1a-1d","Location map: compatibility doc=selection; profile=application; source schemas=machine shape; packaged schemas/policy=canonical-JSON compatibility resources."
"SAGE-CMP-009","Legacy Reconciliation","Closed legacy history is validated pair-by-pair and only then excluded from active ID, lease, lock, and dispatch-board reconciliation; active, current, and ambiguous records remain strict.","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md;docs/profiles/task-dispatch/README.md","canonical-plus-guide-repetition","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md","convert-to-reference","yes","tests/test_validation_compatibility.py;tests/test_sagekit_check.py","Loop","EvaluationObservability","defer-outside-stage1a-1d","Closeout alone is not immutable-history authority."
"SAGE-CMP-010","Dispatch Acceptance","When Task Dispatch is active, acceptance requires matching task and evidence pairs, complete board membership or archival authority, no orphan records, no overlapping active exclusive locks, and state-truth reconciliation.","docs/profiles/task-dispatch/DISPATCH_PROFILE.md;docs/profiles/task-dispatch/README.md;docs/profiles/task-dispatch/templates/DISPATCH_BOARD_TEMPLATE.md;docs/profiles/task-dispatch/templates/DECISIONS_TEMPLATE.md","profile-rule-plus-template-fields","docs/profiles/task-dispatch/DISPATCH_PROFILE.md","retain-template-field","yes","tests/test_sagekit_check.py","Loop","EvaluationObservability","defer-outside-stage1a-1d","Applies only when the profile is active."
"SAGE-CMP-011","Validator Meaning","Validator success establishes structured-record completeness, not product correctness; Final Review still inspects actual evidence and changed surfaces.","docs/profiles/task-dispatch/DISPATCH_PROFILE.md;docs/profiles/task-dispatch/README.md","profile-rule-plus-guide-repetition","docs/profiles/task-dispatch/DISPATCH_PROFILE.md","convert-to-reference","no","tests/test_sagekit_check.py","Loop","EvaluationObservability","defer-outside-stage1a-1d","Prevents validator false green."
"SAGE-CMP-012","Execution Document Selection","An execution-document project lock selects one exact contract version without fallback; selection semantics do not belong to either selected version.","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md;docs/contracts/execution-documents/2026.7.19.3/contract.json;docs/contracts/execution-documents/2026.7.20.1/contract.json","cross-version-selector-plus-version-identities","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md","retain-compatibility","yes","tests/test_thin_execution_documents.py::test_project_lock_selects_exact_version_without_fallback;tests/test_thin_documentation.py","Graph","Orchestration","preserve-only-outside-stage1a-1d","Compatibility document owns cross-version selection; each version contract owns only its local identity."
"SAGE-CMP-013","Mirrors","Source execution contracts, runtime resources, and packaged documentation mirrors retain their defined relationship: execution-document files are byte-identical; v2 Task Dispatch schemas are canonical-JSON equivalent; frozen v0 and v1 are pinned semantic snapshots.","docs/contracts/execution-documents/2026.7.19.3/contract.json;docs/contracts/execution-documents/2026.7.20.1/contract.json;sagekit/resources/execution_documents/2026.7.19.3/contract.json;sagekit/resources/execution_documents/2026.7.20.1/contract.json;sagekit/resources/docs/contracts/execution-documents/2026.7.19.3/contract.json;sagekit/resources/docs/contracts/execution-documents/2026.7.20.1/contract.json;docs/profiles/task-dispatch/schemas/task.schema.json;docs/profiles/task-dispatch/schemas/evidence.schema.json;sagekit/resources/contracts/v0/policy.json;sagekit/resources/contracts/v1/policy.json;sagekit/resources/contracts/v2/policy.json","compatibility-mirror-taxonomy","docs/agent/VALIDATION_CONTRACT_COMPATIBILITY.md","retain-compatibility","yes","tests/test_thin_routing.py;tests/test_thin_documentation.py;tests/test_frozen_contracts_and_containers.py","Context","Tools","defer-outside-stage1a-1d","Representative exact roots are listed; report section 3 defines and validates the complete version-directory families. Packaged resources are not independent business authority."
"SAGE-CMP-014","Resource Contract","The project selects an exact resource contract and each phase selects the bound profile or records N/A with reason; missing or unknown selections fail closed.","docs/contracts/resource-governance/conservative-host-v1.json;docs/contracts/execution-documents/2026.7.20.1/contract.json;docs/contracts/execution-documents/2026.7.20.1/project.schema.json;docs/contracts/execution-documents/2026.7.20.1/milestone.schema.json;docs/contracts/execution-documents/2026.7.20.1/phase.schema.json;docs/contracts/execution-documents/2026.7.20.1/profiles/standard-milestone-v1.json;docs/contracts/execution-documents/2026.7.20.1/profiles/standard-phase-v1.json","canonical-machine-contract","docs/contracts/resource-governance/conservative-host-v1.json","retain-compatibility","yes","tests/test_thin_execution_documents.py","Graph","Tools","preserve-only-outside-stage1a-1d","Location map: resource contract=policy owner; execution-document contract/schema/profile files=selection fields and bindings; packaged counterparts remain byte mirrors."
"SAGE-CMP-015","State Machine Profile","When adopted, state-machine transitions have stable IDs, mutations emit event or audit records, replay explains durable state, visible transitions have assertions, and real external effects retain approval gates.","docs/profiles/state-machine/README.md;docs/profiles/state-machine/STATE_TRANSITION_TABLE_TEMPLATE.md;docs/profiles/state-machine/TEST_MATRIX_TEMPLATE.md","profile-rule-plus-template-checklists","docs/profiles/state-machine/README.md","retain-profile","yes","tests/test_thin_documentation.py","Graph","StateMemory","defer-outside-stage1a-1d","Presence alone is not proven activation authority."
"SAGE-CMP-016","Control Plane Profile","When adopted, the control plane owns product state, users, permissions, audit, UI, browser APIs, and orchestration while the execution boundary owns scoped execution and local observation; bypass, agent-owned authorization, hidden mutation, secret exposure, and unknown-error success are forbidden.","docs/profiles/control-plane-agent/README.md;docs/profiles/control-plane-agent/CONTROL_BOUNDARY_TEMPLATE.md;docs/profiles/control-plane-agent/BOUNDARY_TEMPLATE.md","profile-rule-plus-template-and-compatibility-alias","docs/profiles/control-plane-agent/README.md","retain-compatibility","yes","tests/test_thin_documentation.py","Harness","ConstraintsRecovery","defer-outside-stage1a-1d","BOUNDARY_TEMPLATE is a declared compatibility alias and must not be deleted casually."
"SAGE-LIF-012","Structural Gate","The Structural Gate checks Coder result-packet completeness before independent review and records post-review corrective or closure routing without performing technical review or PM acceptance.","docs/templates/STRUCTURAL_GATE_TEMPLATE.md;docs/templates/MILESTONE_RESULT_PACKET_TEMPLATE.md;docs/agent/SESSION_ORCHESTRATION.md","template-gate-fields-plus-controller-guide","docs/templates/STRUCTURAL_GATE_TEMPLATE.md","retain-template-field","yes","tests/test_sagekit_check.py","Graph","EvaluationObservability","stage1c-loop-review-consolidation-unauthorized","Retain capability, scope, governance, permission, ownership, evidence, tests, runtime smoke, gate, skip, blocker, receipt, waiver, convergence and PM-pending fields."
"SAGE-CMP-017","Historical Execution Contract Identity","Execution-document version 2026.7.19.3 owns its frozen local schemas, profiles and digest identity independently of current versions and package release.","docs/contracts/execution-documents/2026.7.19.3/contract.json;sagekit/resources/execution_documents/2026.7.19.3/contract.json;sagekit/resources/docs/contracts/execution-documents/2026.7.19.3/contract.json","versioned-canonical-plus-byte-mirrors","docs/contracts/execution-documents/2026.7.19.3/contract.json","retain-compatibility","yes","tests/test_thin_execution_documents.py::test_v19_contract_resources_match_base_commit_bytes;tests/test_thin_documentation.py","Graph","Orchestration","preserve-only-outside-stage1a-1d","Historical contract owns only its version-local identity; packaged copies remain byte mirrors."
"SAGE-CMP-018","Current Execution Contract Identity","Execution-document version 2026.7.20.1 owns its local schemas, profiles and digest identity independently of historical versions and package release.","docs/contracts/execution-documents/2026.7.20.1/contract.json;sagekit/resources/execution_documents/2026.7.20.1/contract.json;sagekit/resources/docs/contracts/execution-documents/2026.7.20.1/contract.json","versioned-canonical-plus-byte-mirrors","docs/contracts/execution-documents/2026.7.20.1/contract.json","retain-compatibility","yes","tests/test_thin_execution_documents.py::test_contract_digest_binds_schema_and_profile_resources;tests/test_thin_documentation.py","Graph","Orchestration","preserve-only-outside-stage1a-1d","Current contract owns only its version-local identity; packaged copies remain byte mirrors."
